episode_id,scene_id,family,expected_sample,floor,round,ceil,peak_sample,peak_minus_expected,onset_sample,onset_minus_expected,current_error,expected_error,earliest_error,early4_error,early8_error,early16_error,direct_to_peak_amp_ratio,direct_to_peak_energy_ratio
clsdoa_v1_pilot_005_ep_000054,mp3d.ZMojNkEp431,MP3D,91.88423942673242,91,92,92,85,-6.884239426732421,85,-6.884239426732421,9.734517300533532e-06,0.0,0.0,0.0,0.015791693016333177,0.0,3.43704414262902e-05,1.1807242961126008e-09
clsdoa_v1_pilot_005_ep_000055,mp3d.Uxmj2M2itWa,MP3D,273.92196714622213,273,274,274,266,-7.92196714622213,266,-7.92196714622213,14.506923504016696,0.0,0.018360413517074372,0.018360413517074372,0.016193360434221322,0.0,6.839054549345747e-05,4.678048615147645e-09
clsdoa_v1_pilot_005_ep_000056,mp3d.VLzqgDo317F,MP3D,250.00935585477586,250,250,251,242,-8.009355854775862,242,-8.009355854775862,0.7526511385526521,11.590996176155318,0.0,0.007093716900805796,0.0,0.7377668745539678,0.04280475154519081,0.0018194938311353326
clsdoa_v1_pilot_005_ep_000057,replica.apartment_0,Replica,352.5811669832031,352,353,353,473,120.4188330167969,345,-7.581166983203104,60.797278820138466,90.31721516250964,131.60981952190377,130.16899046758562,72.1040708275699,42.604299546412484,0.3674142360687256,0.036213189363479614
clsdoa_v1_pilot_005_ep_000058,replica.office_1,Replica,122.54474947595928,122,123,123,115,-7.544749475959279,115,-7.544749475959279,0.49464965623224516,0.04138770317294173,0.01134037525462421,0.019666600853095087,0.0,0.017870084015527362,3.0110049920040183e-05,9.061271732946352e-10
clsdoa_v1_pilot_005_ep_000059,replica.frl_apartment_5,Replica,263.0007978584579,263,263,264,339,75.99920214154213,255,-8.000797858457872,36.002153676140516,94.08785772844097,39.531590894722584,35.82820714031575,35.14022261335161,25.671024142164672,0.46500450372695923,0.13408644497394562
clsdoa_v1_pilot_005_ep_000060,replica.apartment_0,Replica,136.10284261068784,136,136,137,202,65.89715738931216,129,-7.102842610687844,57.471673671693594,117.58055821042056,86.68383736781921,46.34123542471739,29.55175894982027,18.454809996427,1.0650371313095093,0.0799700915813446
clsdoa_v1_pilot_005_ep_000061,replica.office_1,Replica,109.5814187011721,109,110,110,102,-7.5814187011720975,102,-7.5814187011720975,1.4787793334710982e-06,0.012859935496700775,0.0,0.0056445060128692045,0.006173127622221198,0.0,2.7091668016510084e-05,7.337395691031645e-10
clsdoa_v1_pilot_005_ep_000062,replica.frl_apartment_5,Replica,260.0454491314758,260,260,261,252,-8.045449131475777,252,-8.045449131475777,0.10162310004830902,0.0,0.0,0.0,0.019656581256896687,0.010186191016411167,6.494765693787485e-05,4.217882043633381e-09
clsdoa_v1_pilot_005_ep_000063,mp3d.1LXtFkjw3qL,MP3D,249.0895347203493,249,249,250,323,73.91046527965071,241,-8.089534720349292,28.963982312620242,37.5852683239234,93.59877201756933,107.88641065797718,86.4270692372241,57.23046721933401,0.313010036945343,0.07489307224750519
clsdoa_v1_pilot_005_ep_000064,mp3d.29hnd4uzFmX,MP3D,268.3826551553608,268,268,269,261,-7.382655155360794,261,-7.382655155360794,2.091309789151873e-06,0.00826553140871568,0.012391978666423204,0.012456083784067654,0.0,0.015217984886516845,0.00011135845852550119,1.2399109294847221e-08
clsdoa_v1_pilot_005_ep_000065,mp3d.5ZKStnWn8Zo,MP3D,331.122148846625,331,331,332,323,-8.12214884662501,323,-8.12214884662501,0.4707997871427934,0.0,0.005800214368063172,0.0196815433149102,0.005800214368063172,0.0,8.183014870155603e-05,6.6965148981523726e-09
clsdoa_v1_pilot_005_ep_000066,mp3d.2t7WUuJeko7,MP3D,140.1076291288712,140,140,141,133,-7.107629128871196,133,-7.107629128871196,0.3942263445893734,0.012722576589898038,0.0,0.0,0.0,0.0,5.4701675253454596e-05,2.9930509182207743e-09
clsdoa_v1_pilot_005_ep_000067,mp3d.D7G3Y4RVNrH,MP3D,91.62581955655016,91,92,92,84,-7.625819556550155,84,-7.625819556550155,2.32094561643728e-05,0.02034582750645533,0.0,0.015307314463545416,0.0,0.015242690739268717,2.168321589124389e-05,4.701723455013962e-10
clsdoa_v1_pilot_005_ep_000068,mp3d.ULsKaCPVFJR,MP3D,139.31616615426043,139,139,140,132,-7.316166154260429,132,-7.316166154260429,0.824018788579519,0.018651478601540435,0.0,0.015791693016333177,0.0,0.018007149431229472,5.459737076307647e-05,2.980701019339449e-09
