episode_id,scene_id,family,expected_sample,floor,round,ceil,peak_sample,peak_minus_expected,onset_sample,onset_minus_expected,current_error,expected_error,earliest_error,early4_error,early8_error,early16_error,direct_to_peak_amp_ratio,direct_to_peak_energy_ratio
clsdoa_v1_pilot_005_ep_000260,replica.office_2,Replica,397.9967304504152,397,398,398,390,-7.996730450415214,390,-7.996730450415214,24.328046931434034,0.008192417494808393,0.007101597688403032,0.018360413477373223,0.018360413477373223,0.0,9.492302342550829e-05,9.008640944330182e-09
clsdoa_v1_pilot_005_ep_000261,replica.frl_apartment_2,Replica,84.67556986803332,84,85,85,77,-7.675569868033321,77,-7.675569868033321,6.776618231767655e-06,0.019963210575021074,0.017227125662732615,0.005065863683396021,0.005065863683396021,0.0,1.9974700990132987e-05,3.9888128910980925e-10
clsdoa_v1_pilot_005_ep_000262,replica.office_4,Replica,95.71553650647886,95,96,96,88,-7.7155365064788555,88,-7.7155365064788555,4.7536104815230715e-06,0.0,0.0,0.0,0.006130688174539142,0.0,2.348765337956138e-05,5.51612144850111e-10
clsdoa_v1_pilot_005_ep_000263,replica.apartment_1,Replica,320.01790473547425,320,320,321,427,106.98209526452575,381,60.98209526452575,29.22360149064749,81.80038931717995,26.661766106681238,26.661766106681238,27.44112597326359,27.63960264432344,1.2370106716730334e-08,1.2159013697536652e-16
clsdoa_v1_pilot_005_ep_000264,replica.apartment_2,Replica,224.48638936584544,224,224,225,217,-7.48638936584544,217,-7.48638936584544,0.5057780409692211,0.01225670220106969,0.0,0.016570632629552964,0.0,0.0,9.116339060710743e-05,8.30977242571862e-09
clsdoa_v1_pilot_005_ep_000265,replica.frl_apartment_0,Replica,335.1496232433756,335,335,336,327,-8.149623243375572,327,-8.149623243375572,0.5483871869637111,0.011422672506665408,0.010604961021893162,0.01368740516211552,0.010604961021893162,0.0,8.158676791936159e-05,6.655448636649908e-09
clsdoa_v1_pilot_005_ep_000266,replica.frl_apartment_2,Replica,90.51786899616965,90,91,91,83,-7.517868996169653,83,-7.517868996169653,0.0,0.022675043936300484,0.0,0.0,0.0,0.0,2.1198315153014846e-05,4.494343230909692e-10
clsdoa_v1_pilot_005_ep_000267,replica.frl_apartment_3,Replica,125.38772929598144,125,125,126,118,-7.387729295981444,118,-7.387729295981444,8.144481502960801e-06,0.016338504843349543,0.014148936819882076,0.014148936819882076,0.01658530296779724,0.0,4.823779090656899e-05,2.326766557203541e-09
clsdoa_v1_pilot_005_ep_000268,replica.frl_apartment_4,Replica,341.1822297513387,341,341,342,333,-8.182229751338696,333,-8.182229751338696,0.7235547591055147,0.007094902155767104,0.016895467503111335,0.0,0.0,0.0,8.23819063953124e-05,6.785747519444385e-09
clsdoa_v1_pilot_005_ep_000269,mp3d.gTV8FGcVJC9,MP3D,95.0976562783978,95,95,96,88,-7.097656278397807,88,-7.097656278397807,4.829673078902934e-06,0.0,0.0,0.0,0.0,0.0,3.623166776378639e-05,1.3128876874546336e-09
clsdoa_v1_pilot_005_ep_000270,mp3d.Vt2qJdWjCF2,MP3D,386.9736260888073,386,387,387,510,123.0263739111927,379,-7.973626088807293,59.24144592829582,33.66698544182117,165.93815498183707,141.9308192845076,134.28559320248428,111.89442974045214,0.34008967876434326,0.08664879202842712
clsdoa_v1_pilot_005_ep_000271,mp3d.Vvot9Ly1tCj,MP3D,85.76894456716745,85,86,86,79,-6.768944567167452,79,-6.768944567167452,1.3004292747236537e-05,0.0,0.011894082909915712,0.0,0.0,0.0,3.147021197946742e-05,9.906122588887456e-10
clsdoa_v1_pilot_005_ep_000272,mp3d.Z6MFQCViBuw,MP3D,136.23345100485147,136,136,137,129,-7.233451004851474,129,-7.233451004851474,1.2605816820395112e-05,0.011263051176292095,0.019527124654155566,0.0,0.0,0.0,5.309458720148541e-05,2.8191577960967606e-09
clsdoa_v1_pilot_005_ep_000273,mp3d.jh4fc5c5qoQ,MP3D,121.35094771803838,121,121,122,114,-7.350947718038384,114,-7.350947718038384,2.561320938754782e-06,0.016522644835084158,0.010604961056260543,0.010604961056260543,0.0,0.0,4.6396482503041625e-05,2.1523192117456347e-09
clsdoa_v1_pilot_005_ep_000274,mp3d.Pm6F8kyY3z2,MP3D,271.56932341475044,271,272,272,264,-7.569323414750443,264,-7.569323414750443,0.32922605778276,0.0,0.0,0.02038467996450686,0.007404047981445225,0.022171821907504573,6.699806544929743e-05,4.487672455866232e-09
clsdoa_v1_pilot_005_ep_000275,mp3d.mJXqzFtmKg4,MP3D,108.89063173906212,108,109,109,102,-6.8906317390621155,102,-6.8906317390621155,1.020964787746499e-05,0.014021596446490986,0.0,0.014148936794122916,0.01658530296779724,0.0,4.071332296007313e-05,1.657102899343954e-09
clsdoa_v1_pilot_005_ep_000276,mp3d.SN83YJsR3w2,MP3D,174.1777241475111,174,174,175,167,-7.1777241475111,167,-7.1777241475111,1.2197778899539258,0.0,0.0,0.015516477361727609,0.0,0.0,6.894183752592653e-05,4.751874893571539e-09
clsdoa_v1_pilot_005_ep_000277,mp3d.pRbA3pwrgk9,MP3D,134.70968904859026,134,135,135,127,-7.709689048590263,127,-7.709689048590263,0.46596585580504035,0.01786514227843139,0.015502097357464094,0.0,0.015378676549106218,0.015419926573054524,3.267437205067836e-05,1.0675731410003664e-09
clsdoa_v1_pilot_005_ep_000278,mp3d.r47D5H71a5s,MP3D,76.45359381676309,76,76,77,69,-7.453593816763089,69,-7.453593816763089,2.4148365394514667e-06,0.021815063058924927,0.0,0.018360413497223796,0.0,0.0,2.7919417334487662e-05,7.792028688946573e-10
clsdoa_v1_pilot_005_ep_000279,mp3d.aayBHfsNo7d,MP3D,362.7130116482931,362,363,363,355,-7.713011648293104,355,-7.713011648293104,4.353408482428142e-06,0.0,0.0,0.0,0.007101597688403032,0.020297404900876753,8.816440094960853e-05,7.771893351105064e-09
clsdoa_v1_pilot_005_ep_000280,mp3d.pa4otMbVnkk,MP3D,297.3262757793845,297,297,298,289,-8.326275779384503,289,-8.326275779384503,0.822490498298752,0.0,0.0,0.0,0.0,0.0,7.288417691597715e-05,5.3130437827064725e-09
clsdoa_v1_pilot_005_ep_000281,mp3d.VLzqgDo317F,MP3D,250.00935585477586,250,250,251,242,-8.009355854775862,242,-8.009355854775862,0.8503686706316197,8.850856442529167,0.0,0.016576792330991914,0.20440707836696692,1.4213186100903517,0.013258485123515129,0.00017577751714270562
clsdoa_v1_pilot_005_ep_000282,mp3d.qoiz87JEwZ2,MP3D,409.14518576264504,409,409,410,401,-8.145185762645042,401,-8.145185762645042,1.2074182697257333e-06,0.0,0.009307942304429486,0.0211799879872157,0.00346495301422294,0.0,9.786281589185819e-05,9.577204806987538e-09
clsdoa_v1_pilot_005_ep_000283,mp3d.VVfe2KiqLaN,MP3D,264.53427036778004,264,265,265,257,-7.534270367780039,257,-7.534270367780039,0.649216799661897,0.017037460267642208,0.0,0.015519360847478838,0.0,0.0,6.645717803621665e-05,4.4173384949885985e-09
clsdoa_v1_pilot_005_ep_000284,mp3d.WYY7iVyf5p8,MP3D,178.36199679160086,178,178,179,287,108.63800320839914,255,76.63800320839914,22.148313535070812,63.88638405757526,22.029026601569896,22.02903094844288,22.029022972006157,21.5167779509151,3.233542855696214e-08,6.796080972626601e-16
clsdoa_v1_pilot_005_ep_000285,mp3d.p5wJjkQkbXX,MP3D,110.7191226950161,110,111,111,103,-7.719122695016097,103,-7.719122695016097,2.2588727439225506e-06,0.020136287732198305,0.012990493139599261,0.01554753691296694,0.0,0.005307488594878496,2.623767068143934e-05,6.883340009089522e-10
clsdoa_v1_pilot_005_ep_000286,mp3d.rqfALeAoiTq,MP3D,85.5646320150499,85,86,86,78,-7.564632015049895,78,-7.564632015049895,3.4150945850063763e-06,0.013119067069034712,0.0,0.019978420689329136,0.0,0.0,2.076780583593063e-05,4.3121017867520095e-10
clsdoa_v1_pilot_005_ep_000287,mp3d.X7HyMhZNoso,MP3D,149.24304052102988,149,149,150,142,-7.243040521029883,142,-7.243040521029883,6.722620413208828e-06,0.0,0.010304484396908974,0.010304484396908974,0.0,0.007522727265360675,5.714580765925348e-05,3.2662113014225724e-09
clsdoa_v1_pilot_005_ep_000288,mp3d.s8pcmisQ38h,MP3D,332.55287871959473,332,333,333,325,-7.55287871959473,325,-7.55287871959473,0.3259872931135045,2.3891956630060354,0.0,0.016105808813339065,0.0,0.6875606962193279,0.07541615515947342,0.005687602795660496
clsdoa_v1_pilot_005_ep_000289,mp3d.XcA2TqTSSAj,MP3D,272.16401459654537,272,272,273,264,-8.164014596545371,264,-8.164014596545371,5.4668187275950014e-06,0.014173349095427687,0.0,0.0,0.014118785409653294,0.0072302515280451216,6.754040077794343e-05,4.561559574511875e-09
clsdoa_v1_pilot_005_ep_000290,mp3d.e9zR4mvMWw7,MP3D,239.24819354130815,239,239,240,232,-7.248193541308154,232,-7.248193541308154,0.11899074074240286,0.008517719419115997,0.0028933861086962785,0.008898569566951372,0.0,0.014730033242972652,9.69751417869702e-05,9.40514688352323e-09
clsdoa_v1_pilot_005_ep_000291,mp3d.gYvKGZ5eRqb,MP3D,210.66922882645002,210,211,211,203,-7.6692288264500235,203,-7.6692288264500235,6.331754823653221e-06,0.010003392755901938,0.0,0.004570914017448092,0.0,0.0,5.32867998117581e-05,2.8397046936134984e-09
clsdoa_v1_pilot_005_ep_000292,mp3d.wc2JMjhGNzB,MP3D,401.14743097077525,401,401,402,447,45.85256902922475,393,-8.147430970775247,61.50528854414793,106.12291836935576,69.37484778747881,118.3472402185483,93.77989323611575,77.1316269786354,0.19732362031936646,0.09636462479829788
clsdoa_v1_pilot_005_ep_000293,mp3d.17DRP5sb8fy,MP3D,122.18950287402357,122,122,123,115,-7.1895028740235745,115,-7.1895028740235745,0.6409162888928146,0.0,0.0,0.0,0.0,0.0,4.739607538795099e-05,2.2462312010418373e-09
clsdoa_v1_pilot_005_ep_000294,mp3d.gZ6f7yhEvPG,MP3D,164.90201377111578,164,165,165,157,-7.902013771115776,157,-7.902013771115776,9.88314448090898e-06,0.0,0.0,0.0,0.0,0.0,4.1871637222357094e-05,1.7535692897752142e-09
clsdoa_v1_pilot_005_ep_000295,mp3d.5LpN3gDmAk7,MP3D,72.1860975562403,72,72,73,65,-7.1860975562402984,65,-7.1860975562402984,1.1000103948581645e-05,0.0065375148517974975,0.0,0.0,0.0,0.0,2.690826113393996e-05,7.241822697068301e-10
clsdoa_v1_pilot_005_ep_000296,mp3d.i5noydFURQK,MP3D,221.49582287454714,221,221,222,314,92.50417712545286,241,19.504177125452856,30.740238743328398,85.24052800947833,43.89224725257461,43.739623317624314,41.834129486795725,41.50314806810326,3.8387124590144595e-09,7.505811235707184e-18
clsdoa_v1_pilot_005_ep_000297,replica.apartment_0,Replica,136.10284261068784,136,136,137,250,113.89715738931216,129,-7.102842610687844,22.414990672634023,26.405169698472875,33.61825481655571,60.45685193032114,69.04676410233904,55.37606789124326,0.7262934446334839,0.13149429857730865
clsdoa_v1_pilot_005_ep_000298,replica.apartment_0,Replica,353.5423215388235,353,354,354,346,-7.542321538823501,346,-7.542321538823501,0.5682092248709486,0.008423588980567782,0.0,0.0,0.0,0.00990388014677453,8.459388482151553e-05,7.153399206316635e-09
clsdoa_v1_pilot_005_ep_000299,replica.office_1,Replica,131.2448879004885,131,131,132,124,-7.244887900488493,124,-7.244887900488493,1.7075472925031877e-06,0.012327860293728534,0.010420378193808262,0.0,0.01040558096009424,0.01360077936973481,5.066005542175844e-05,2.5661117675213063e-09
clsdoa_v1_pilot_005_ep_000300,replica.frl_apartment_5,Replica,260.0454491314758,260,260,261,252,-8.045449131475777,252,-8.045449131475777,0.0023236773229119503,0.010936412463505013,0.0,0.0,0.021472849708083427,0.010350231128363557,6.494650733657181e-05,4.218567717373389e-09
clsdoa_v1_pilot_005_ep_000301,replica.frl_apartment_5,Replica,260.0454491314758,260,260,261,252,-8.045449131475777,252,-8.045449131475777,5.4668187275950014e-06,0.0036274277206833298,0.0,0.0,0.01591108611365978,0.0,6.495123670902103e-05,4.2190824167676055e-09
clsdoa_v1_pilot_005_ep_000302,replica.office_1,Replica,224.73247308523057,224,225,225,305,80.26752691476943,217,-7.732473085230566,119.51498014586984,0.012210245101021455,0.0,0.0,0.005460837024160454,0.010068604350471152,6.853566446807235e-05,3.083455268892976e-09
clsdoa_v1_pilot_005_ep_000303,mp3d.2t7WUuJeko7,MP3D,160.4963279967383,160,160,161,265,104.5036720032617,186,25.5036720032617,25.059838983050238,92.3790546470834,41.59186743233725,42.192479888301314,36.69921076206956,33.79637437827104,8.366974668660987e-09,8.385930580282993e-17
clsdoa_v1_pilot_005_ep_000304,mp3d.V2XKFyX4ASd,MP3D,128.74927193480227,128,129,129,121,-7.749271934802266,121,-7.749271934802266,1.6126468568765158,57.35041172038335,0.019978420671086218,0.0,3.2652592147175024,8.325547748520448,0.050238221883773804,0.0019237777451053262
clsdoa_v1_pilot_005_ep_000305,mp3d.ac26ZMwG7aT,MP3D,292.25713300031885,292,292,293,297,4.742866999681155,284,-8.257133000318845,87.2509991247749,67.35264050064028,8.92379953842108,34.74424290091728,68.35950598628811,13.098721567186539,0.5741267800331116,0.15524563193321228
clsdoa_v1_pilot_005_ep_000306,mp3d.YFuZgdQ5vWj,MP3D,180.29699576619342,180,180,181,173,-7.296995766193419,173,-7.296995766193419,1.2074182697257333e-06,0.0,0.009758249852625085,0.00955748381735338,0.0,0.0,6.953552656341344e-05,4.835642553047137e-09
clsdoa_v1_pilot_005_ep_000307,mp3d.cV4RVeZvu5T,MP3D,81.62990890561561,81,82,82,74,-7.629908905615608,74,-7.629908905615608,1.0154917640916254,0.014837507630502494,0.01199263887680896,0.0,0.0,0.0,1.967643402167596e-05,3.872037135366213e-10
clsdoa_v1_pilot_005_ep_000308,mp3d.5ZKStnWn8Zo,MP3D,105.32631568294299,105,105,106,98,-7.32631568294299,98,-7.32631568294299,1.657728561965808e-05,0.01521283034600349,0.015379538873381287,0.0,0.017646814939149724,0.0,3.9878177631180733e-05,1.5903289796170839e-09
clsdoa_v1_pilot_005_ep_000309,replica.office_3,Replica,130.93531532810246,130,131,131,124,-6.935315328102462,124,-6.935315328102462,6.630342409071696,0.013765751209316657,0.011728179988976534,0.008367492595377666,0.0,0.0,4.978051583748311e-05,2.477980043380512e-09
clsdoa_v1_pilot_005_ep_000310,replica.room_2,Replica,110.9558956516735,110,111,111,104,-6.955895651673501,104,-6.955895651673501,3.1945284701301985e-06,0.0,0.008731589379485946,0.0,0.0,0.012444649032613431,4.243724106345326e-05,1.8015240410562683e-09
clsdoa_v1_pilot_005_ep_000311,replica.office_3,Replica,108.56761847500731,108,109,109,101,-7.567618475007308,101,-7.567618475007308,7.636383641665695e-06,0.0,0.01119430891199051,0.0,0.007101597739724542,0.01119430891199051,2.6026102204923518e-05,6.774187322200476e-10
clsdoa_v1_pilot_005_ep_000312,replica.room_2,Replica,331.1290520764386,331,331,332,323,-8.129052076438597,323,-8.129052076438597,0.48729157530427764,0.0,0.005745724298606043,0.0,0.0,0.0,8.121323480736464e-05,6.595690660304854e-09
clsdoa_v1_pilot_005_ep_000313,replica.room_1,Replica,189.26714480862435,189,189,190,182,-7.2671448086243515,182,-7.2671448086243515,2.4148365394514667e-06,0.0,0.0,0.0,0.013954246541636104,0.0,7.501374057028443e-05,5.626430432670304e-09
clsdoa_v1_pilot_005_ep_000314,replica.room_1,Replica,189.26714480862435,189,189,190,182,-7.2671448086243515,182,-7.2671448086243515,2.2588727439225506e-06,0.0,0.0,0.016398195153332174,0.0,0.0,7.500604988308623e-05,5.6279216842369806e-09
clsdoa_v1_pilot_005_ep_000315,mp3d.GdvgFV5R1Z5,MP3D,135.0362842521083,135,135,136,201,65.96371574789171,190,54.96371574789171,33.88367493145074,60.97800241360375,34.83173833768842,32.79668597327787,32.88876093684318,33.38623644356171,1.4066620757091641e-08,7.188365753301709e-16
clsdoa_v1_pilot_005_ep_000316,mp3d.ur6pFq6Qu1A,MP3D,239.21047621228618,239,239,240,232,-7.210476212286181,232,-7.210476212286181,0.5026212980301925,0.0,0.009801006766982017,0.00972633579376776,0.017451619485514148,0.004616606189462899,9.59670142037794e-05,9.208218187950479e-09
clsdoa_v1_pilot_005_ep_000317,mp3d.HxpKQynjfin,MP3D,100.90878969398018,100,101,101,94,-6.908789693980182,94,-6.908789693980182,6.331754823653221e-06,0.02655345531053158,0.007101597739724542,0.007101597739724542,0.0,0.018360413517074372,3.843237936962396e-05,1.4770806799901948e-09
clsdoa_v1_pilot_005_ep_000319,mp3d.7y3sRwLe3Va,MP3D,246.1990859782057,246,246,247,239,-7.199085978205687,239,-7.199085978205687,4.677482073305614,0.009709317823304241,0.0,0.018109509393490236,0.01801545530750803,0.0,0.00010044712689705193,1.0090744240187632e-08
clsdoa_v1_pilot_005_ep_000320,mp3d.oLBMNvg9in8,MP3D,366.31421603243314,366,366,367,358,-8.314216032433137,358,-8.314216032433137,3.8299300937323495,0.0,0.010604961021893162,0.010604961021893162,0.010604961021893162,0.010604961021893162,8.870016608852893e-05,7.867509310699461e-09
clsdoa_v1_pilot_005_ep_000321,replica.office_2,Replica,340.05548955141177,340,340,341,332,-8.055489551411767,332,-8.055489551411767,1.896449590979572,0.0,0.003638892454952069,0.0,0.0,0.015940710012533183,8.227112994063646e-05,6.768018145919541e-09
clsdoa_v1_pilot_005_ep_000322,replica.office_0,Replica,93.82700672971991,93,94,94,87,-6.827006729719912,87,-6.827006729719912,2.091309789151873e-06,0.015940969674251987,0.0,0.0,0.00605135981769119,0.020033241394790215,3.493648182484321e-05,1.2198555499054464e-09
clsdoa_v1_pilot_005_ep_000323,replica.frl_apartment_1,Replica,193.81863356162987,193,194,194,186,-7.818633561629866,186,-7.818633561629866,1.2924912925730985,0.0,0.014443274983536467,0.014443274983536467,0.013992205086916357,0.0,4.966315464116633e-05,2.4665547382340947e-09
clsdoa_v1_pilot_005_ep_000324,replica.room_0,Replica,155.56153288126754,155,156,156,148,-7.561532881267539,148,-7.561532881267539,2.7557338802872664,0.013751040667659193,0.0,0.011510023619082647,0.01444006152807757,0.0,4.049388735438697e-05,1.6393664203917524e-09
clsdoa_v1_pilot_005_ep_000325,replica.hotel_0,Replica,186.89956470525013,186,187,187,179,-7.899564705250128,179,-7.899564705250128,0.21106035805613846,0.021749170977652246,0.0,0.006005773909190167,0.010840376038964364,0.0,4.686720058089122e-05,2.1955415263619216e-09
clsdoa_v1_pilot_005_ep_000326,replica.office_0,Replica,265.7303464704339,265,266,266,258,-7.730346470433915,258,-7.730346470433915,104.68692918106062,0.021821919328362596,0.0,0.0,0.018608460797142096,0.0,6.600055348826572e-05,4.354605120937549e-09
clsdoa_v1_pilot_005_ep_000327,replica.office_4,Replica,83.68680073294894,83,84,84,76,-7.686800732948939,76,-7.686800732948939,1.688228096739878e-05,0.00912650180727267,0.0,0.022151523017273182,0.012737652810724693,0.0,2.0230254449415952e-05,4.09208833485053e-10
clsdoa_v1_pilot_005_ep_000328,replica.apartment_1,Replica,102.19953826047953,102,102,103,95,-7.199538260479528,95,-7.199538260479528,6.502146373618258e-06,0.0,0.0,0.007101597688403032,0.007101597688403032,0.007101597688403032,3.976865264121443e-05,1.5816089549147705e-09
clsdoa_v1_pilot_005_ep_000329,replica.frl_apartment_0,Replica,372.5145589308333,372,373,373,488,115.48544106916671,424,51.48544106916671,35.25759781017572,6.762674232957043,51.7714713763566,51.77148440033472,51.73953794353609,51.66965014268742,6.617773351536016e-08,2.7189903720046442e-15
clsdoa_v1_pilot_005_ep_000330,replica.room_0,Replica,155.56153288126754,155,156,156,148,-7.561532881267539,148,-7.561532881267539,1.8503147616367877,0.004461354466211856,0.014373780394597203,0.011474412933348846,0.011486295450081582,0.0,4.048703340231441e-05,1.6370667044185438e-09
clsdoa_v1_pilot_005_ep_000331,replica.apartment_2,Replica,224.48638936584544,224,224,225,217,-7.48638936584544,217,-7.48638936584544,8.913658556096819e-06,0.012090895676719714,0.013255804012331424,0.0,0.0,0.015246804489272934,9.116259025176987e-05,8.311364929625142e-09
clsdoa_v1_pilot_005_ep_000332,replica.frl_apartment_1,Replica,247.21384082525907,247,247,248,240,-7.213840825259069,240,-7.213840825259069,8.537736462515939e-07,0.0,0.009779944633313935,0.0044145345358422875,0.0040844833741347526,0.004252712095272677,0.00010123227548319846,1.0247199533353069e-08
clsdoa_v1_pilot_005_ep_000333,replica.frl_apartment_2,Replica,90.51786899616965,90,91,91,83,-7.517868996169653,83,-7.517868996169653,8.537736462515939e-07,0.0,0.0,0.0,0.0,0.01573911962398595,2.1198617105255835e-05,4.4938006094064065e-10
clsdoa_v1_pilot_005_ep_000334,replica.frl_apartment_3,Replica,93.77223525848332,93,94,94,87,-6.77223525848332,87,-6.77223525848332,9.468807791963592e-06,0.01802993897423607,0.0,0.0,0.0,0.013209757995143165,3.5431061405688524e-05,1.2556348183423438e-09
clsdoa_v1_pilot_005_ep_000335,replica.frl_apartment_4,Replica,241.92448779986898,241,242,242,234,-7.924487799868984,234,-7.924487799868984,0.13624430527370665,0.0,0.004943657219375287,0.004935044908128021,0.0,0.004855094249137334,6.022681191097945e-05,3.6265859204576145e-09
clsdoa_v1_pilot_005_ep_000336,replica.hotel_0,Replica,186.89956470525013,186,187,187,179,-7.899564705250128,179,-7.899564705250128,2.4600204006086295,0.007704951786532296,0.0,0.0,0.0,0.0,4.685320527642034e-05,2.1954520423861368e-09
clsdoa_v1_pilot_005_ep_000337,replica.office_2,Replica,121.92268961002185,121,122,122,115,-6.922689610021848,115,-6.922689610021848,4.182619578303747e-06,0.02165175524585554,0.007101597739724542,0.0,0.020297404918832973,0.0,4.690719651989639e-05,2.199636250921344e-09
clsdoa_v1_pilot_005_ep_000338,replica.office_0,Replica,265.7303464704339,265,266,266,258,-7.730346470433915,258,-7.730346470433915,115.92343512500125,0.020231015814799205,0.0,0.0,0.018656634763345413,0.0,6.601178029086441e-05,4.355919624998705e-09
clsdoa_v1_pilot_005_ep_000339,replica.office_4,Replica,330.28459848878464,330,330,331,322,-8.284598488784638,322,-8.284598488784638,0.1194828716754661,0.015113431557322476,0.016193360411714274,0.0,0.0,0.0,8.054244972299784e-05,6.4861627180334835e-09
clsdoa_v1_pilot_005_ep_000340,replica.apartment_1,Replica,97.6760750878806,97,98,98,211,113.3239249121194,90,-7.676075087880605,88.87990109375669,97.12748846699958,74.00877289335715,107.91085037112734,106.62306582094735,119.81633684046406,0.9067948460578918,0.11558644473552704
clsdoa_v1_pilot_005_ep_000341,replica.frl_apartment_0,Replica,88.52210976031604,88,89,89,81,-7.522109760316042,81,-7.522109760316042,3.306651113363206e-06,0.01443958022170471,0.016193360411714274,0.0,0.016193360411714274,0.016193360411714274,2.2199523300514556e-05,4.928706331952526e-10
clsdoa_v1_pilot_005_ep_000342,replica.frl_apartment_2,Replica,90.51786899616965,90,91,91,83,-7.517868996169653,83,-7.517868996169653,0.0,0.022675043936300484,0.0,0.0,0.0,0.0,2.1198315153014846e-05,4.494343230909692e-10
clsdoa_v1_pilot_005_ep_000343,replica.frl_apartment_3,Replica,394.0332964401557,394,394,395,386,-8.03329644015571,386,-8.03329644015571,0.4095120891320533,0.0,0.0,0.018007149431229472,0.0,0.018007149431229472,9.422370203537866e-05,8.87755469136664e-09
clsdoa_v1_pilot_005_ep_000344,replica.frl_apartment_4,Replica,416.9263447445759,416,417,417,409,-7.926344744575886,409,-7.926344744575886,7.73124918760008e-06,0.007565720362415759,0.0,0.013209758050324302,0.013209758050324302,0.013209758050324302,0.0001011860731523484,1.0236489877968324e-08
clsdoa_v1_pilot_005_ep_000345,replica.room_0,Replica,136.91846766285815,136,137,137,130,-6.9184676628581485,130,-6.9184676628581485,7.3444386094852035e-06,0.014965683729909059,0.0,0.0,0.0,0.0,5.404563125921413e-05,2.9206399521086723e-09
clsdoa_v1_pilot_005_ep_000346,replica.office_2,Replica,132.84599930406944,132,133,133,125,-7.845999304069437,125,-7.845999304069437,95.2063669333121,0.0,0.023428551354431885,0.01368740516211552,0.01368740516211552,0.01368740516211552,3.3256044844165444e-05,1.1048203463204231e-09
clsdoa_v1_pilot_005_ep_000347,replica.office_4,Replica,312.15619485493926,312,312,313,304,-8.156194854939258,304,-8.156194854939258,0.3702911224198584,0.0157461368295176,0.0,0.0,0.020297404900876753,0.007101597688403032,7.752313831588253e-05,6.009927666639214e-09
clsdoa_v1_pilot_005_ep_000348,replica.apartment_2,Replica,224.48638936584544,224,224,225,217,-7.48638936584544,217,-7.48638936584544,0.17185807024613253,0.021978642244699958,0.013255804012331424,0.0,0.0,0.0,9.116508590523154e-05,8.312758481565652e-09
clsdoa_v1_pilot_005_ep_000349,mp3d.8194nk5LbLH,MP3D,83.85720219172865,83,84,84,77,-6.857202191728646,77,-6.857202191728646,18.185856289298712,0.0,0.0,0.01368740516211552,0.024975525660582858,0.016193360434221322,3.1119794584810734e-05,9.68382485311281e-10
clsdoa_v1_pilot_005_ep_000350,mp3d.EDJbREhghzL,MP3D,102.63800284995831,102,103,103,95,-7.638002849958312,95,-7.638002849958312,9.697004570245026e-06,0.0,0.014157068581770961,0.016599002076232543,0.0,0.0,2.5475212169112638e-05,6.489717097046821e-10
clsdoa_v1_pilot_005_ep_000351,mp3d.EU6Fwq7SyZv,MP3D,125.54544212978944,125,126,126,118,-7.545442129789436,118,-7.545442129789436,5.7905745997743736e-06,0.00740911327977164,0.01119430891199051,0.01119430891199051,0.0,0.01119430891199051,3.0757757485844195e-05,9.463132499831772e-10
clsdoa_v1_pilot_005_ep_000352,mp3d.jtcxE69GiFV,MP3D,187.66022188017791,187,188,188,180,-7.6602218801779145,180,-7.6602218801779145,1.0380555144362298,33.763955274238334,0.007562757517802429,0.0,2.229422841194337,7.087818275773357,0.12782219052314758,0.017395837232470512
clsdoa_v1_pilot_005_ep_000353,mp3d.pLe4wQe7qrG,MP3D,225.8056087197084,225,226,226,286,60.1943912802916,223,-2.8056087197084025,6.164067818537211,8.252128260417289,8.252107321728996,8.25208780370286,8.252116031063107,8.171181242978744,0.030388159677386284,0.0009421025170013309
clsdoa_v1_pilot_005_ep_000354,mp3d.rPc6DW4iMge,MP3D,236.92834875404932,236,237,237,229,-7.928348754049324,229,-7.928348754049324,0.2878403956663777,0.008653532421695358,0.013783707594631356,0.016236297820667128,0.0,0.016200298185733007,5.984656672808342e-05,3.581984708844743e-09
clsdoa_v1_pilot_005_ep_000355,mp3d.sKLMLpTHeUy,MP3D,148.49662191592387,148,148,149,141,-7.496621915923868,141,-7.496621915923868,4.7070164215974275,0.015351800652197429,0.0,0.014498969940459938,0.016076272772055745,0.008809097807244728,5.7185941841453314e-05,3.269162940355841e-09
clsdoa_v1_pilot_005_ep_000356,mp3d.JmbYfDe2QKZ,MP3D,94.50734844575993,94,95,95,87,-7.507348445759931,87,-7.507348445759931,0.6327654109887716,0.006967189961602318,0.011194308846874435,0.011194308846874435,0.0,0.007101597688403032,2.291282180522103e-05,5.249956025465963e-10
clsdoa_v1_pilot_005_ep_000357,mp3d.sT4fr6TAbpF,MP3D,275.2271201829281,275,275,276,371,95.7728798170719,274,-1.227120182928104,9.749627216114018,29.079248418911927,29.07921423734808,29.727145580919824,29.646426172610607,25.273211466684437,0.19488875567913055,0.0375700443983078
clsdoa_v1_pilot_005_ep_000358,mp3d.yqstnuAEVhm,MP3D,333.54533490343056,333,334,334,326,-7.5453349034305575,326,-7.5453349034305575,1.914405067128253,0.018351576138475316,0.006130688115089907,0.006130688115089907,0.0,0.015791692993253656,8.220283052651212e-05,6.755934034430311e-09
clsdoa_v1_pilot_005_ep_000359,mp3d.2azQ1b91cZZ,MP3D,301.3943758994481,301,301,302,294,-7.394375899448107,294,-7.394375899448107,1.6326493700771494,0.01920857060582926,0.0,0.0,0.007101597739724542,0.41475461970354865,0.00012614982551895082,1.591051734806115e-08
